id,laptop_ID,Company,Product,TypeName,Inches,Gpu,Price_euros,Pantalla,Marca_Procesador,Modelo_Procesador,SSD,HDD,Flash Storage,Hybrid,Categoria_Peso,Velocidad_Procesador_GHz,S.O,Ram_GB
1165,967,Asus,Chromebook Flip,2 in 1 Convertible,12.5,Intel HD Graphics 515,1159.0,FHD,Intel,Core M M7,0 GB,0 GB,64 GB,0 GB,Ligero,1.2,Chrome OS,8
1170,1151,HP,ZBook 17,Workstation,17.3,Nvidia Quadro M3000M,3949.4,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Pesado,2.6,Windows 7,8
735,458,Dell,Precision 3520,Workstation,15.6,Nvidia Quadro M620,1975.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,16
523,112,Lenovo,Thinkpad T470,Notebook,14.0,Intel HD Graphics 620,1480.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,8
681,1170,Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,AMD Radeon R5 M330,599.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.3,No OS,8
694,754,Samsung,Notebook 9,Ultrabook,13.3,Intel HD Graphics 620,1649.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,16
728,15,Apple,"MacBook 12""",Ultrabook,12.0,Intel HD Graphics 615,1262.4,IPS,Intel,Core M m3,256 GB,0 GB,0 GB,0 GB,Ligero,1.2,macOS,8
932,30,HP,ProBook 470,Notebook,17.3,Nvidia GeForce 930MX,896.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,1.6,Windows 10,8
873,340,Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,Nvidia GeForce GTX 1050,999.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,8
144,199,HP,ProBook 470,Notebook,17.3,Nvidia GeForce 930MX,914.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,1.6,Windows 10,8
378,614,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Intel HD Graphics 620,564.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,6
982,251,HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,Intel HD Graphics 620,559.0,WXGA,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,8
341,533,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Nvidia GeForce 920MX,799.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Windows 10,4
311,276,Asus,Rog Strix,Gaming,17.3,AMD Radeon RX 580,1549.0,FHD,AMD,Ryzen 1700,256 GB,1 TB,0 GB,0 GB,Pesado,3.0,Windows 10,16
953,852,HP,ProBook 470,Notebook,17.3,Nvidia GeForce 930MX,910.0,IPS,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Pesado,2.5,Windows 10,8
232,671,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,AMD Radeon R5 M430,539.0,FHD,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.0,Windows 10,6
983,1006,Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,Intel HD Graphics 500,270.62,WXGA,Intel,Celeron Dual Core,128 GB,0 GB,0 GB,0 GB,Medio,1.1,No OS,4
165,1090,Lenovo,IdeaPad 300-17ISK,Notebook,17.3,AMD Radeon R5 M330,659.0,IPS,Intel,Core i5,0 GB,1.0 TB,0 GB,0 GB,Pesado,2.3,Windows 10,8
538,711,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Intel HD Graphics 620,621.45,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,4
1096,201,HP,ProBook 430,Notebook,13.3,Intel UHD Graphics 620,959.0,FHD,Intel,Core i5,512 GB,0 GB,0 GB,0 GB,Ligero,1.6,Windows 10,8
449,271,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel UHD Graphics 620,1499.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,1.8,Windows 10,8
1290,297,HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,17.3,Intel HD Graphics 520,489.0,IPS,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Pesado,2.0,Windows 10,8
665,139,Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,Intel HD Graphics 500,252.36,WXGA,Intel,Celeron Dual Core,0 GB,1 TB,0 GB,0 GB,Medio,1.1,No OS,4
693,182,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,AMD R17M-M1-70,813.0,FHD,Intel,Core i5,128 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,8
270,695,Dell,Inspiron 3567,Notebook,15.6,AMD Radeon R5 M430,545.67,WXGA,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.0,Windows 10,4
519,451,HP,Omen 15-AX205na,Gaming,15.6,Nvidia GeForce GTX 1050,1099.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Medio,2.8,Windows 10,8
710,975,Lenovo,ThinkPad X270,Ultrabook,12.5,Intel HD Graphics 620,1760.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.6,Windows 10,8
236,84,HP,ProBook 440,Notebook,14.0,Intel HD Graphics 620,860.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,1.6,Windows 10,8
1194,277,Dell,Inspiron 3576,Notebook,15.6,AMD Radeon 520,735.07,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,1.8,Linux,8
1075,1055,Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,Intel HD Graphics 400,210.8,WXGA,Intel,Atom X5,0 GB,0 GB,32 GB,0 GB,Ligero,1.44,Windows 10,2
498,1144,HP,Omen -,Gaming,17.3,Nvidia GeForce GTX 1060,1129.0,FHD,Intel,Core i5,128 GB,1 TB,0 GB,0 GB,Pesado,2.3,Windows 10,8
135,513,Asus,ZenBook UX510UX-CN211T,Notebook,15.6,Intel HD Graphics 620,1224.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Medio,2.7,Windows 10,8
1241,307,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Nvidia GeForce GTX 940M,649.0,IPS,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Pesado,2.5,Windows 10,6
67,945,HP,EliteBook 820,Ultrabook,12.5,Intel HD Graphics 520,1579.0,FHD,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Ligero,2.3,Windows 10,4
964,562,Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,Intel HD Graphics 500,224.0,WXGA,Intel,Celeron Dual Core,0 GB,500 GB,0 GB,0 GB,Medio,1.1,Linux,4
39,374,Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,899.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,8
703,158,HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,AMD Radeon 520,619.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,1.6,Windows 10,6
568,960,Dell,Latitude 7280,Ultrabook,12.5,Intel HD Graphics,1472.2,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
563,730,Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel HD Graphics 620,1499.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
591,802,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,AMD Radeon R7 M460,959.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
921,250,Dell,Inspiron 5570,Notebook,15.6,AMD Radeon 530,985.0,FHD,Intel,Core i7,128 GB,2 TB,0 GB,0 GB,Medio,1.8,Windows 10,8
481,71,Asus,FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce,Gaming,17.3,Nvidia GeForce GTX 1050 Ti,949.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Pesado,2.8,Linux,12
1140,663,Toshiba,Tecra A50-D-11M,Notebook,15.6,Intel HD Graphics 620,1064.0,FHD,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
249,483,Dell,Precision M5520,Workstation,15.6,Nvidia Quadro M1200,2408.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,8
510,135,Acer,Swift 3,Ultrabook,14.0,Intel UHD Graphics 620,884.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,1.8,Windows 10,8
455,1250,Dell,Inspiron 3567,Notebook,15.6,Intel HD Graphics 620,469.01,WXGA,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.4,Windows 10,8
767,977,Toshiba,Portege X20W-D-10V,Ultrabook,12.5,Intel HD Graphics 620,1790.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,8
225,1127,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,Intel HD Graphics 520,429.0,WXGA,Intel,Core i3,128 GB,0 GB,0 GB,0 GB,Medio,2.0,Windows 10,4
963,773,Dell,Latitude 3380,Notebook,13.3,Intel HD Graphics 520,849.0,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.0,Windows 10,4
208,1288,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,Intel HD Graphics 520,638.0,FHD,Intel,Core i7,128 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,4
150,58,Asus,VivoBook Max,Notebook,15.6,Intel HD Graphics 620,586.19,WXGA,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,4
850,530,HP,ProBook 440,Notebook,15.6,Intel HD Graphics 520,689.0,WXGA,Intel,Core i3,128 GB,0 GB,0 GB,0 GB,Medio,2.0,Windows 10,4
196,680,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,Intel HD Graphics 620,1034.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
1031,981,HP,ProBook 450,Notebook,15.6,Intel HD Graphics 620,685.0,FHD,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.4,Windows 10,4
597,1179,MSI,GS40 Phantom,Gaming,14.0,Nvidia GeForce GTX 970M,1769.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Medio,2.6,Windows 10,16
105,978,HP,ProBook 450,Notebook,15.6,Nvidia GeForce 930MX,846.5,WXGA,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,8
646,415,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel HD Graphics 520,409.0,FHD,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.0,Windows 10,4
843,887,Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,Intel HD Graphics 505,398.99,WXGA,Intel,Pentium Quad Core,0 GB,1 TB,0 GB,0 GB,Medio,1.1,Linux,4
303,380,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel UHD Graphics 620,869.01,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,1.8,Windows 10,8
1,1085,Dell,Latitude 3570,Notebook,15.6,Intel HD Graphics 520,481.98,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.3,Windows 10,4
815,1294,Dell,Inspiron 3567,Notebook,15.6,Intel HD Graphics 620,459.0,WXGA,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.4,Windows 10,6
444,421,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel HD Graphics 620,928.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
1149,505,Lenovo,ThinkPad 13,Notebook,13.3,Intel HD Graphics 620,949.0,FHD,Intel,Core i3,256 GB,0 GB,0 GB,0 GB,Ligero,2.4,Windows 10,8
678,262,HP,Envy 17-U275cl,Notebook,17.3,Nvidia GeForce MX150,1059.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Pesado,1.8,Windows 10,16
271,1150,Lenovo,IdeaPad 500-15ISK,Notebook,15.6,AMD Radeon R7 M360,1099.0,FHD,Intel,Core i7,0 GB,0 GB,0 GB,1.0 TB,Medio,2.5,Windows 10,16
607,746,MSI,GS63VR 7RF,Gaming,15.6,Nvidia GeForce GTX 1060,2094.48,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Medio,2.8,Windows 10,16
731,190,Dell,XPS 15,Notebook,15.6,Nvidia GeForce GTX 1050,2397.0,4K,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,16
642,296,Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,17.3,Nvidia GeForce GTX 1050,1187.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,8
121,95,Dell,Inspiron 7577,Gaming,15.6,Nvidia GeForce GTX 1060,1195.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Pesado,2.5,Windows 10,8
499,140,Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,Nvidia GeForce GTX 1050,938.0,FHD,Intel,Core i5,128 GB,1 TB,0 GB,0 GB,Pesado,2.5,Windows 10,8
997,1301,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,Nvidia GeForce 920M,720.32,WXGA,Intel,Core i7,0 GB,500 GB,0 GB,0 GB,Medio,2.5,Windows 10,4
1270,708,Dell,Inspiron 5577,Gaming,15.6,Nvidia GeForce GTX 1050,819.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Pesado,2.5,Windows 10,8
1301,674,Dell,Latitude 3580,Notebook,15.6,Intel HD Graphics 620,955.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,8
344,1183,Dell,Inspiron 7567,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,1498.0,4K,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,8
748,647,Dell,XPS 15,Notebook,15.6,Nvidia GeForce GTX 1050,2399.0,4K,Intel,Core i7,1 TB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,16
786,466,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,Intel HD Graphics 520,639.9,IPS,Intel,Core i3,256 GB,0 GB,0 GB,0 GB,Medio,2.0,Windows 10,8
163,1208,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050,819.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,8
187,469,Asus,Pro P2540UA-AB51,Notebook,15.6,Intel HD Graphics 620,749.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,8
550,1275,Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 520,490.0,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.0,Windows 10,4
696,147,HP,255 G6,Notebook,15.6,AMD Radeon R4 Graphics,369.0,WXGA,AMD,A6-Series,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,4
1294,1210,HP,250 G6,Notebook,15.6,Intel HD Graphics 620,485.0,WXGA,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.5,Windows 10,4
1113,67,Asus,ZenBook Pro,Ultrabook,15.6,Nvidia GeForce GTX 1050 Ti,1983.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,16
1186,856,HP,Chromebook X360,2 in 1 Convertible,11.6,Intel HD Graphics 500,615.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,32 GB,0 GB,Ligero,1.1,Chrome OS,4
174,722,Dell,Latitude 5580,Notebook,15.6,Intel HD Graphics 620,1426.66,FHD,Intel,Core i5,512 GB,0 GB,0 GB,0 GB,Medio,2.6,Windows 10,16
1195,1160,HP,Spectre Pro,2 in 1 Convertible,13.3,Intel HD Graphics 520,1629.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.4,Windows 10,8
576,747,Acer,Aspire ES1-572,Notebook,15.6,Intel HD Graphics 520,410.8,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.0,Windows 10,4
57,544,HP,250 G6,Notebook,15.6,Intel HD Graphics 405,398.99,FHD,Intel,Pentium Quad Core,256 GB,0 GB,0 GB,0 GB,Medio,1.6,Windows 10,4
569,1029,Toshiba,Portege A30-C-1CZ,Notebook,13.3,Intel HD Graphics 520,1210.0,WXGA,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 10,8
10,849,Asus,Rog GL702VM-GC017T,Gaming,17.3,Nvidia GeForce GTX 1060,1799.0,FHD,Intel,Core i7,512 GB,1 TB,0 GB,0 GB,Pesado,2.6,Windows 10,16
1038,281,Dell,Inspiron 5770,Notebook,17.3,AMD Radeon 530,1099.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Pesado,1.8,Linux,8
699,510,Lenovo,IdeaPad 320-14IAP,Notebook,14.0,Intel HD Graphics 500,299.0,WXGA,Intel,Celeron Dual Core,0 GB,500 GB,0 GB,0 GB,Medio,1.1,Windows 10,4
458,1019,HP,EliteBook 840,Notebook,14.0,Intel HD Graphics 520,1099.99,WXGA,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.4,Windows 10,4
244,336,MSI,GL72M 7REX,Gaming,17.3,Nvidia GeForce GTX 1050 Ti,1199.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,8
738,1300,HP,Stream 11-Y000na,Netbook,11.6,Intel HD Graphics 400,209.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,32 GB,0 GB,Ligero,1.6,Windows 10,2
37,1280,Dell,Inspiron 3567,Notebook,15.6,Intel HD Graphics 620,459.0,WXGA,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.4,Windows 10,6
732,992,HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,Intel HD Graphics 620,579.0,WXGA,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Windows 10,6
1173,144,Lenovo,ThinkPad E480,Notebook,14.0,AMD Radeon RX 550,1116.02,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,1.6,Windows 10,8
113,727,HP,ProBook 470,Notebook,17.3,Nvidia GeForce 930MX,1200.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Pesado,2.7,Windows 10,8
1146,433,Dell,Inspiron 5570,Notebook,15.6,AMD Radeon 530,1142.4,FHD,Intel,Core i7,256 GB,2 TB,0 GB,0 GB,Medio,1.8,Windows 10,8
1100,1110,Acer,Aspire F5-573G,Notebook,15.6,Nvidia GeForce GTX 950M,799.0,FHD,Intel,Core i5,256 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,8
407,470,Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,AMD Radeon R7 M460,799.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.7,No OS,8
1256,1065,HP,Noteb Pav,Notebook,15.6,Nvidia GeForce 940MX,979.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Windows 10,8
269,1255,Dell,Vostro 3559,Notebook,15.6,Intel HD Graphics 520,737.0,WXGA,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.3,Windows 7,4
404,1281,Acer,Aspire ES1-531,Notebook,15.6,Intel HD Graphics 400,289.0,WXGA,Intel,Celeron Dual Core,0 GB,500 GB,0 GB,0 GB,Medio,1.6,Linux,4
897,492,Lenovo,ThinkPad E480,Notebook,14.0,Intel UHD Graphics 620,1049.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,1.6,Windows 10,8
436,459,HP,ProBook 650,Workstation,15.6,Intel HD Graphics 620,1534.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.9,Windows 10,8
717,292,Asus,VivoBook S15,Ultrabook,15.6,Nvidia GeForce 940MX,977.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
595,1268,Dell,Inspiron 3552,Notebook,15.6,Intel HD Graphics,324.0,WXGA,Intel,Pentium Quad Core,0 GB,500 GB,0 GB,0 GB,Medio,1.6,Linux,4
276,1259,Asus,ZenBook UX310UA-WB71,Ultrabook,13.3,Intel HD Graphics 520,1280.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
812,444,Google,Pixelbook (Core,Ultrabook,12.3,Intel HD Graphics 615,2199.0,IPS,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,1.3,Chrome OS,16
497,346,Dell,Inspiron 3552,Notebook,15.6,Intel HD Graphics,274.9,WXGA,Intel,Celeron Dual Core,0 GB,500 GB,0 GB,0 GB,Medio,1.6,Linux,4
85,531,Dell,Inspiron 5770,Notebook,17.3,AMD Radeon 530,889.0,FHD,Intel,Core i5,128 GB,1 TB,0 GB,0 GB,Pesado,1.6,Linux,8
557,81,HP,ProBook 470,Notebook,17.3,Nvidia GeForce 930MX,977.0,FHD,Intel,Core i5,128 GB,1 TB,0 GB,0 GB,Medio,1.6,Windows 10,8
757,497,Lenovo,Thinkpad E570,Notebook,15.6,Nvidia GeForce 940MX,1011.99,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
564,1223,Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,889.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
895,1149,Acer,Aspire E5-576G,Notebook,15.6,Nvidia GeForce 940MX,616.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,4
365,1039,HP,Elitebook 820,Ultrabook,12.5,Intel HD Graphics 620,1559.0,WXGA,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,4
769,1102,Lenovo,ThinkPad T460,Notebook,14.0,Intel HD Graphics 520,1199.0,FHD,Intel,Core i5,180 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 7,8
324,97,Acer,Spin 5,2 in 1 Convertible,13.3,Intel UHD Graphics 620,847.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,1.6,Windows 10,8
844,821,Samsung,Notebook 9,Ultrabook,13.3,Intel HD Graphics 620,1499.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
924,664,Dell,Inspiron 5570,Notebook,15.6,AMD Radeon 530,919.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,1.8,Windows 10,8
221,151,MSI,GE72MVR 7RG,Gaming,17.3,Nvidia GeForce GTX 1070,2029.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16
348,211,Dell,XPS 13,Ultrabook,13.3,Intel UHD Graphics 620,1949.0,4K,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,1.8,Windows 10,8
229,1045,Acer,Aspire 3,Notebook,15.6,AMD Radeon R5,409.0,WXGA,AMD,A9-Series,0 GB,1 TB,0 GB,0 GB,Medio,3.0,Windows 10,6
168,713,Dell,Vostro 5568,Notebook,15.6,Intel HD Graphics 620,795.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
74,4,Apple,MacBook Pro,Ultrabook,15.4,AMD Radeon Pro 455,2537.45,IPS,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.7,macOS,16
405,1119,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,1199.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,16
760,299,Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,15.6,Intel UHD Graphics 620,739.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,1.6,Windows 10,8
941,183,HP,Spectre x360,2 in 1 Convertible,13.3,Intel UHD Graphics 620,1499.0,4K,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,1.6,Windows 10,8
868,693,Dell,Alienware 15,Gaming,15.6,Nvidia GeForce GTX 1070,2813.75,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.9,Windows 10,16
65,818,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Nvidia GeForce 920M,609.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,4
314,1277,MSI,GE62 Apache,Gaming,15.6,Nvidia GeForce GTX 960M,1229.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Medio,2.6,Windows 10,8
1034,699,Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,Intel HD Graphics 620,699.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,4
1114,171,Dell,Inspiron 5577,Gaming,15.6,Nvidia GeForce GTX 1050,1060.49,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,8
1175,556,Lenovo,ThinkPad T570,Notebook,15.6,Intel HD Graphics 620,1729.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,8
321,205,Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,Intel HD Graphics 520,493.0,WXGA,Intel,Core i5,128 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 10,4
467,1058,HP,EliteBook 840,Notebook,14.0,Intel HD Graphics 520,1000.0,FHD,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.3,Windows 10,4
1022,316,Dell,XPS 13,Ultrabook,13.3,Intel UHD Graphics 620,2499.0,4K,Intel,Core i7,1 TB,0 GB,0 GB,0 GB,Ligero,1.8,Windows 10,16
629,288,Lenovo,Ideapad 320-15IKBN,Notebook,15.6,Intel HD Graphics 620,579.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,6
433,769,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050,1048.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Medio,2.8,Windows 10,8
1169,1317,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,Intel HD Graphics 520,1499.0,IPS,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,16
