id,laptop_ID,Company,Gpu,Price_euros,Pantalla,Marca_Procesador,Modelo_Procesador,Categoria_Peso,Velocidad_Procesador_GHz,S.O,Ram_GB,Tipo_Portatil,Nombre_Producto,Total_Almacenamiento
686,1218,Dell,AMD Radeon R7 M440,499.0,WXGA,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,Inspiron 5567,512.0
1243,811,Dell,Intel HD Graphics 620,1499.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Ultrabook,XPS 13,1024.0
406,488,Dell,Intel HD Graphics 620,586.6,WXGA,Intel,Core i3,Medio,2.4,Windows 10,4,Notebook,Vostro 3568,2048.0
30,128,HP,Intel HD Graphics 400,259.0,WXGA,Intel,Celeron Dual Core,Medio,1.6,No OS,4,Notebook,250 G6,1000.0
1039,738,Acer,Nvidia GeForce GTX 1060,1935.0,FHD,Intel,Core i7,Pesado,2.6,Windows 10,16,Gaming,Predator 17,2560.0
1144,658,Asus,Nvidia GeForce GTX 1080,2799.0,FHD,Intel,Core i7,Pesado,2.7,Windows 10,32,Gaming,ROG G701VI,2048.0
429,888,Xiaomi,Nvidia GeForce 940MX,935.0,FHD,Intel,Core i5,Ligero,2.3,Windows 10,8,Ultrabook,Mi Notebook,1024.0
320,181,MSI,Nvidia GTX 980 SLI,2799.0,FHD,Intel,Core i7,Pesado,2.9,Windows 10,32,Gaming,GT80S 6QF-074US,4096.0
664,295,Acer,Intel HD Graphics,199.0,WXGA,Intel,Celeron Dual Core,Medio,1.5,Chrome OS,2,Notebook,Chromebook C910-C2ST,64.0
1008,85,Lenovo,AMD R4 Graphics,399.0,FHD,AMD,A6-Series,Medio,2.5,Windows 10,4,Notebook,IdeaPad 320-15AST,512.0
698,1182,HP,Intel HD Graphics 520,476.99,WXGA,Intel,Core i5,Medio,2.3,No OS,4,Notebook,250 G4,1000.0
340,248,Dell,Nvidia GeForce GTX 1050,879.0,FHD,Intel,Core i5,Pesado,2.5,Windows 10,8,Gaming,Inspiron 5577,1024.0
1244,253,HP,Intel UHD Graphics 620,675.0,FHD,Intel,Core i5,Ligero,1.6,Windows 10,4,Notebook,ProBook 430,1000.0
916,791,Toshiba,Nvidia GeForce 930M,1764.0,FHD,Intel,Core i7,Ligero,2.6,Windows 10,16,Ultrabook,Tecra Z40-C-161,2048.0
387,311,HP,Intel HD Graphics 620,1975.0,FHD,Intel,Core i7,Ligero,2.8,Windows 10,16,Convertible,EliteBook x360,1024.0
101,1308,Dell,Intel HD Graphics 620,459.0,WXGA,Intel,Core i3,Medio,2.4,Windows 10,6,Notebook,Inspiron 3567,2048.0
177,718,Lenovo,Nvidia GeForce GTX 1050 Ti,1249.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,8,Gaming,Legion Y520-15IKBN,2560.0
680,230,Acer,Nvidia GeForce 940MX,832.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,Aspire E5-576G,1024.0
414,572,Dell,Intel UHD Graphics 620,1599.0,4K,Intel,Core i5,Ligero,1.6,Windows 10,8,Ultrabook,XPS 13,512.0
1019,1014,Acer,Nvidia GeForce GTX 1050,1260.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,Nitro 5,2560.0
390,308,Lenovo,Nvidia GeForce 940MX,549.0,WXGA,Intel,Core i5,Medio,2.5,No OS,8,Notebook,IdeaPad 320-15IKBN,4096.0
959,59,MSI,Nvidia GeForce GTX 1070,2449.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,GS73VR 7RG,5120.0
447,903,Samsung,Intel HD Graphics 620,1699.0,FHD,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,Notebook 9,1024.0
1090,491,Lenovo,Intel HD Graphics 520,565.0,WXGA,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,ThinkPad E570,512.0
216,679,Lenovo,AMD Radeon R5 M430,817.95,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,V310-15ISK,2560.0
852,634,Lenovo,Intel HD Graphics 620,468.0,FHD,Intel,Core i5,Medio,2.5,No OS,4,Notebook,IdeaPad 320-15IKBN,512.0
1141,1171,Dell,Nvidia GeForce GTX 1050Ti,1199.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,Inspiron 7567,2048.0
952,355,Dell,AMD Radeon 530,663.0,FHD,Intel,Core i5,Medio,1.6,Windows 10,8,Ultrabook,Inspiron 5570,2048.0
1284,553,Lenovo,Intel HD Graphics 620,785.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,ThinkPad E470,1000.0
450,256,Asus,Nvidia GeForce GTX 980M,1799.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,ROG G752VSK-GC493T,3072.0
691,1022,HP,Nvidia GeForce 930MX,1049.26,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,ProBook 440,1024.0
830,175,HP,AMD Radeon 520,699.0,FHD,Intel,Core i5,Pesado,2.5,Windows 10,6,Notebook,17-bs001nv,4096.0
832,702,Toshiba,Intel HD Graphics 620,973.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Satellite Pro,1024.0
683,941,HP,Intel HD Graphics 520,1165.0,FHD,Intel,Core i5,Medio,2.3,Windows 10,8,Notebook,Probook 650,1024.0
1183,1273,Asus,Intel HD Graphics 500,339.0,WXGA,Intel,Celeron Dual Core,Medio,1.1,Windows 10,4,Notebook,X541NA-GO020T,2048.0
103,1047,HP,Intel HD Graphics 520,1195.0,FHD,Intel,Core i5,Medio,2.3,Windows 7,8,Notebook,Probook 640,1024.0
123,192,Acer,Intel HD Graphics 615,989.0,FHD,Intel,Core i5,Ligero,1.2,Windows 10,8,Ultrabook,Swift 7,1024.0
670,1024,Dell,Nvidia GeForce GTX 1050,949.0,FHD,Intel,Core i5,Pesado,2.5,Windows 10,8,Gaming,Inspiron 7567,3072.0
56,540,Mediacom,Intel HD Graphics 500,369.0,FHD,Intel,Celeron Quad Core,Ligero,1.1,Windows 10,4,Notebook,SmartBook Edge,128.0
1119,998,Toshiba,Intel HD Graphics 520,915.0,WXGA,Intel,Core i5,Medio,2.3,Windows 10,4,Notebook,Tecra A40-C-1KF,1000.0
749,499,Asus,Nvidia GeForce GTX 1050,1350.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,8,Gaming,VivoBook Pro,2560.0
604,381,HP,AMD Radeon R5,488.99,FHD,AMD,A9-Series,Medio,3.0,Windows 10,4,Notebook,15-bw003nv,1024.0
242,734,Dell,AMD Radeon 530,719.0,FHD,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,Inspiron 5570,2560.0
284,1199,Lenovo,Nvidia GeForce 920M,831.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,6,Ultrabook,IdeaPad 310-15IKB,1024.0
988,783,HP,Intel HD Graphics 520,1244.0,WXGA,Intel,Core i5,Ligero,2.3,Windows 10,4,Ultrabook,EliteBook 820,1024.0
275,1130,Dell,Intel Iris Plus Graphics 640,1379.0,FHD,Intel,Core i7,Ligero,2.4,Windows 10,8,Ultrabook,XPS 13,1024.0
1012,916,Lenovo,Intel HD Graphics 620,1962.99,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,ThinkPad T570,2048.0
774,474,Dell,AMD Radeon 530,759.0,FHD,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,Inspiron 5570,4096.0
588,91,Dell,Intel UHD Graphics 620,1649.0,FHD,Intel,Core i7,Ligero,1.8,Windows 10,8,Ultrabook,XPS 13,1024.0
1289,526,Asus,Nvidia GeForce GTX1050 Ti,1504.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,FX753VE-GC155T,3072.0
790,360,Toshiba,Nvidia GeForce 930M,1403.0,FHD,Intel,Core i7,Medio,2.5,Windows 10,16,Notebook,Tecra A50-C-21G,2048.0
13,1011,Acer,Intel HD Graphics 505,380.0,WXGA,Intel,Pentium Quad Core,Medio,1.1,Windows 10,4,Notebook,Aspire ES1-533,1000.0
840,427,Lenovo,Nvidia GeForce GTX 1050,1899.0,4K,Intel,Core i7,Medio,2.8,Windows 10,16,Convertible,Yoga 720-15IKB,2048.0
995,364,Dell,Intel HD Graphics 620,557.37,WXGA,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Inspiron 3567,4096.0
647,490,Chuwi,Intel HD Graphics,248.9,FHD,Intel,Atom x5,Medio,1.44,Windows 10,4,Notebook,"Lapbook 15,6",64.0
400,45,Dell,Nvidia GeForce 150MX,999.0,FHD,Intel,Core i5,Pesado,1.6,Windows 10,12,Convertible,Inspiron 7773,2048.0
98,315,Lenovo,Intel HD Graphics 620,999.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Notebook,IdeaPad 720S-13IKB,1024.0
1292,1251,MSI,Nvidia GeForce GTX 1060,1598.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,GE72VR Apache,3072.0
202,758,HP,Nvidia Quadro M2000M,4389.0,FHD,Intel,Xeon E3-1535M,Pesado,2.9,Windows 7,16,Workstation,Zbook 17,1024.0
198,1132,Razer,Intel HD Graphics 520,1029.0,4K,Intel,Core i7,Ligero,2.5,Windows 10,8,Ultrabook,Blade Stealth,1024.0
1025,545,HP,Nvidia GeForce GTX 1060,1799.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,12,Gaming,Omen 15-ce006nv,2048.0
1232,452,Dell,Nvidia GeForce 930MX,1179.0,FHD,Intel,Core i5,Medio,2.8,Windows 10,8,Notebook,Latitude 5480,1024.0
368,1252,Apple,Intel HD Graphics 6000,959.0,WXGA,Intel,Core i5,Ligero,1.6,Mac OS X,4,Ultrabook,MacBook Air,256.0
1107,947,Lenovo,Intel Iris Graphics 540,1799.0,IPS,Intel,Core i7,Ligero,2.2,Windows 10,16,Convertible,Yoga 900-13ISK,4096.0
1153,259,Acer,Nvidia GeForce MX130,702.0,FHD,Intel,Core i3,Pesado,2.7,Windows 10,4,Notebook,Aspire 5,1024.0
859,31,Chuwi,Intel HD Graphics,244.99,FHD,Intel,Atom x5,Medio,1.44,Windows 10,4,Notebook,"LapBook 15.6""",64.0
190,1115,Dell,Intel HD Graphics 520,1135.15,WXGA,Intel,Core i3,Medio,2.3,Windows 7,4,Ultrabook,Latitude E5270,1000.0
773,1224,HP,Intel HD Graphics 620,579.0,WXGA,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,15-bs025nv,1024.0
876,772,Asus,Intel HD Graphics 620,1129.0,IPS,Intel,Core i5,Ligero,2.5,Windows 10,8,Ultrabook,Zenbook UX330UA-AH5Q,1024.0
118,817,Dell,Nvidia GeForce GTX 1050 Ti,1679.0,4K,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Inspiron 7567,2048.0
246,269,Dell,AMD Radeon R5 M430,565.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Inspiron 3567,2048.0
1069,631,HP,Intel HD Graphics 520,932.0,WXGA,Intel,Core i5,Medio,2.3,Windows 7,4,Notebook,EliteBook 850,1000.0
1219,667,Dell,Nvidia GeForce GTX 1070,3147.37,4K,Intel,Core i7,Pesado,2.8,Windows 10,32,Gaming,Alienware 17,4096.0
1030,971,HP,Intel HD Graphics 505,775.0,WXGA,Intel,Pentium Quad Core,Ligero,1.1,Windows 10,4,Convertible,ProBook x360,1024.0
589,912,Dell,Intel HD Graphics 615,2013.1,IPS,Intel,Core i7,Ligero,1.3,Windows 10,8,Convertible,XPS 13,2048.0
1106,996,Lenovo,AMD Radeon 530,549.0,FHD,AMD,A12-Series,Medio,3.6,Windows 10,6,Notebook,IdeaPad 320-15ABR,1024.0
1283,615,Lenovo,Intel HD Graphics 630,1299.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,8,Convertible,Yoga 720-15IKB,1024.0
1269,825,Razer,Intel HD Graphics 620,1799.0,4K,Intel,Core i7,Ligero,2.5,Windows 10,16,Ultrabook,Blade Stealth,2048.0
1223,186,Lenovo,Intel UHD Graphics 620,1849.0,4K,Intel,Core i7,Ligero,1.8,Windows 10,16,Convertible,Yoga 920-13IKB,2048.0
161,33,HP,AMD Radeon 530,439.0,FHD,AMD,A6-Series,Pesado,2.5,Windows 10,4,Notebook,17-ak001nv,1000.0
124,1193,Asus,Intel HD Graphics 620,769.0,FHD,Intel,Core i3,Medio,2.4,Windows 10,4,Notebook,UX410UA-GV097T,1024.0
1198,1202,HP,Nvidia GeForce GTX 960M,799.0,FHD,Intel,Core i7,Medio,2.6,Windows 10,6,Notebook,Pavilion 15-BC000nv,2048.0
204,54,HP,Intel UHD Graphics 620,1103.0,FHD,Intel,Core i7,Ligero,1.8,Windows 10,8,Notebook,ProBook 430,2048.0
18,114,Dell,Intel Iris Plus Graphics 640,1379.0,IPS,Intel,Core i7,Ligero,2.4,Windows 10,8,Ultrabook,XPS 13,1024.0
84,93,Acer,Nvidia GeForce MX150,689.0,FHD,Intel,Core i7,Medio,1.8,Windows 10,8,Notebook,Aspire 5,2048.0
874,394,Dell,Nvidia Quadro M1200,2135.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Workstation,Precision 5520,1024.0
222,260,Dell,Intel UHD Graphics 620,949.0,FHD,Intel,Core i5,Ligero,1.6,Windows 10,8,Ultrabook,Vostro 5370,1024.0
1158,564,Lenovo,Nvidia GeForce 940MX,949.0,IPS,Intel,Core i7,Pesado,2.7,Windows 10,6,Notebook,IdeaPad 320-17IKB,2560.0
1145,1118,HP,AMD FirePro W6150M,2899.0,FHD,Intel,Core i7,Pesado,2.6,Windows 7,8,Workstation,ZBook 17,2048.0
1272,210,Dell,Intel HD Graphics 620,439.0,WXGA,Intel,Core i3,Medio,2.4,Windows 10,6,Notebook,Inspiron 3567,2048.0
1207,384,Asus,Intel HD Graphics 500,286.0,WXGA,Intel,Celeron Dual Core,Medio,1.1,Windows 10,4,Notebook,VivoBook E403NA,32.0
430,726,Mediacom,Intel HD Graphics 400,265.0,IPS,Intel,Atom Z8350,Ligero,1.92,Windows 10,4,Notebook,Smartbook 142,64.0
1291,1228,Apple,Intel HD Graphics 515,1279.0,IPS,Intel,Core M M1,Ligero,1.2,Mac OS X,8,Ultrabook,"MacBook 12""",512.0
491,594,Lenovo,Intel HD Graphics 520,1673.0,FHD,Intel,Core i7,Ligero,2.6,Windows 10,12,Ultrabook,Thinkpad T460s,1024.0
623,816,HP,AMD Radeon R7 Graphics,629.0,WXGA,AMD,A12-Series,Medio,2.5,Windows 10,8,Notebook,15-ba043na,4096.0
147,448,Dell,AMD Radeon 530,749.0,FHD,Intel,Core i5,Medio,1.6,Windows 10,4,Notebook,Inspiron 5570,1024.0
33,884,Lenovo,Intel HD Graphics 620,735.0,FHD,Intel,Core i3,Ligero,2.4,Windows 10,4,Notebook,Thinkpad 13,720.0
943,995,Toshiba,Intel HD Graphics 520,1195.0,FHD,Intel,Core i5,Ligero,2.3,Windows 7,4,Notebook,Portege Z30-C-1CV,512.0
1253,801,Lenovo,Intel HD Graphics 620,1970.0,FHD,Intel,Core i7,Ligero,2.7,Windows 10,8,Convertible,ThinkPad Yoga,2048.0
1097,952,Dell,Intel HD Graphics 620,1639.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Ultrabook,Latitude 7480,1024.0
866,224,Dell,Intel UHD Graphics 620,1279.0,FHD,Intel,Core i7,Medio,1.8,Windows 10,16,Convertible,Inspiron 5379,2048.0
558,1189,HP,Intel UHD Graphics 620,1159.0,FHD,Intel,Core i7,Medio,1.8,Windows 10,16,Notebook,ProBook 450,2048.0
1085,51,Lenovo,Intel HD Graphics 400,319.0,IPS,Intel,Atom x5,Ligero,1.44,Android,4,Convertible,Yoga Book,64.0
1041,1186,HP,Intel HD Graphics 400,249.0,WXGA,Intel,Celeron Dual Core,Ligero,1.6,Windows 10,2,Notebook,Stream 14-AX000nv,32.0
1277,571,Asus,Nvidia GeForce GTX 1050,839.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,FX553VD-DM627T,2560.0
1082,584,Lenovo,Nvidia GeForce GTX 1070,2663.0,FHD,Intel,Core i7,Pesado,2.7,Windows 10,32,Gaming,IdeaPad Y910-17ISK,3072.0
73,839,Razer,Nvidia GeForce GTX 1080,5499.0,4K,Intel,Core i7,Pesado,2.9,Windows 10,32,Gaming,Blade Pro,2048.0
199,1075,Asus,Nvidia GeForce GTX 965M,998.0,FHD,Intel,Core i7,Pesado,2.6,No OS,16,Gaming,Rog G752VL-GC088D,2048.0
1159,1112,MSI,Nvidia GeForce GTX 965M,1599.0,FHD,Intel,Core i7,Pesado,2.6,Windows 10,8,Gaming,GS70 Stealth,1024.0
1208,946,HP,Intel HD Graphics 400,288.9,WXGA,Intel,Celeron Dual Core,Medio,1.6,No OS,4,Notebook,250 G6,2048.0
579,518,Acer,Nvidia GeForce 940MX,639.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,4,Notebook,Aspire A515-51G,1000.0
302,515,HP,Intel HD Graphics 620,1323.0,FHD,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,Envy 13-AB002nv,2048.0
818,1043,HP,Nvidia GeForce 930MX,1080.0,FHD,Intel,Core i5,Pesado,2.5,Windows 10,8,Notebook,Probook 470,1024.0
1006,1309,Acer,Intel HD Graphics 400,289.0,WXGA,Intel,Celeron Dual Core,Medio,1.6,Linux,4,Notebook,Aspire ES1-531,1000.0
448,782,Dell,Nvidia GeForce GTX 1050,1099.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,Inspiron 7567,2048.0
919,111,MSI,Nvidia GeForce GTX 1050 Ti,1299.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,GP62M 7REX,3072.0
35,49,Dell,AMD Radeon R5 M430,639.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,Inspiron 3567,1024.0
1045,1099,Dell,Intel HD Graphics 620,750.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Vostro 3568,1024.0
596,897,Dell,AMD Radeon R5 M420X,455.7,WXGA,Intel,Core i3,Medio,2.0,Linux,4,Notebook,Vostro 3568,2048.0
1218,1198,Lenovo,Intel HD Graphics 520,1637.0,QHD,Intel,Core i5,Ligero,2.3,Windows 10,8,Convertible,ThinkPad X1,1024.0
214,573,Dell,Intel HD Graphics 620,959.0,WXGA,Intel,Core i5,Medio,2.6,Windows 10,4,Notebook,Latitude 5580,1000.0
469,203,HP,Nvidia GeForce 930MX ,1045.0,FHD,Intel,Core i7,Medio,1.8,Windows 10,8,Notebook,Probook 470,1024.0
933,889,Dell,Nvidia GeForce 940MX,912.5,FHD,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,Vostro 5568,2560.0
1249,582,Mediacom,Intel HD Graphics,249.0,FHD,Intel,Atom x5,Ligero,1.44,Windows 10,4,Notebook,SmartBook 141,128.0
803,17,Dell,AMD Radeon R5 M430,745.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,Inspiron 3567,1024.0
372,1295,Acer,Intel HD Graphics 400,289.0,WXGA,Intel,Celeron Dual Core,Medio,1.6,Linux,4,Notebook,Aspire ES1-531,1000.0
1287,539,Asus,Nvidia GeForce GTX 960M,1299.0,4K,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,Zenbook UX510UW-FI095T,3072.0
506,227,Toshiba,Intel HD Graphics 520,1363.0,FHD,Intel,Core i7,Ligero,2.5,Windows 10,8,Ultrabook,Portege Z30-C-16L,1024.0
775,898,Asus,Nvidia GeForce GTX 1050,1369.9,FHD,Intel,Core i5,Medio,2.5,Windows 10,12,Gaming,Rog GL753VD-GC082T,2560.0
281,1026,HP,Intel HD Graphics 620,1590.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,4,Notebook,Elitebook 840,1024.0
234,639,Dell,Nvidia GeForce GTX 1050 Ti,1479.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Inspiron 7567,3072.0
782,1272,Dell,Intel HD Graphics,443.99,WXGA,Intel,Pentium Quad Core,Medio,1.6,Windows 10,4,Notebook,Inspiron 3552,1000.0
307,879,Acer,Intel HD Graphics 620,902.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,TMX349-G2-M-50FS,1024.0
106,676,Toshiba,Intel HD Graphics 620,1258.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Tecra Z50-D-10E,1024.0
504,755,HP,Intel HD Graphics 520,539.0,FHD,Intel,Core i3,Medio,2.0,Windows 10,8,Notebook,250 G6,1024.0
1172,1040,HP,Intel HD Graphics 620,1189.0,WXGA,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,ProBook 650,1000.0
1276,344,Asus,Intel HD Graphics 500,274.99,WXGA,Intel,Celeron Dual Core,Medio,1.1,Linux,4,Notebook,X541NA,2048.0
228,1287,Asus,Nvidia GeForce 920M,720.32,WXGA,Intel,Core i7,Medio,2.5,Windows 10,4,Notebook,X556UJ-XO044T,1000.0
424,890,HP,Intel HD Graphics 620,839.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,ProBook 450,1024.0
740,1067,HP,Intel HD Graphics 620,979.0,WXGA,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,ProBook 450,1024.0
415,552,HP,Intel HD Graphics 620,705.5,FHD,Intel,Core i3,Medio,2.4,Windows 10,4,Notebook,ProBook 450,512.0
116,955,Asus,Nvidia GeForce 920MX,530.0,IPS,Intel,Pentium Quad Core,Pesado,1.6,Windows 10,4,Notebook,X751SV-TY001T,2048.0
1009,869,Dell,Intel HD Graphics 520,649.0,FHD,Intel,Core i5,Medio,2.3,Windows 10,8,Notebook,Inspiron 5368,2048.0
79,776,Dell,Nvidia GeForce GTX 960M,1099.0,4K,Intel,Core i7,Pesado,2.6,Windows 10,16,Gaming,Inspiron 7559,2560.0
1234,1173,HP,AMD Radeon 520,478.89,FHD,AMD,A6-Series,Medio,2.5,Windows 10,4,Notebook,15-bw002nv,1024.0
272,833,Lenovo,Intel HD Graphics 620,1875.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Ultrabook,ThinkPad X1,256.0
247,1124,Asus,Nvidia GeForce GTX 960M,1339.0,FHD,Intel,Core i7,Pesado,2.6,Windows 10,16,Gaming,Rog GL552VW-CN470T,2560.0
1178,537,Dell,Nvidia GeForce GTX 1070,3012.77,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Alienware 17,2560.0
409,1212,Dell,Intel HD Graphics 620,1199.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Convertible,Inspiron 7378,1024.0
46,1096,Lenovo,Nvidia GeForce GTX 980M,3240.0,FHD,Intel,Core i7,Pesado,2.7,Windows 10,32,Gaming,IdeaPad Y900-17ISK,5120.0
52,710,Lenovo,AMD Radeon R7,429.0,WXGA,AMD,A12-Series,Medio,3.6,Windows 10,8,Notebook,IdeaPad 320-15ABR,2048.0
855,512,Lenovo,Intel HD Graphics 620,949.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Notebook,ThinkPad 13,1024.0
1273,1278,Lenovo,Intel HD Graphics 520,833.01,FHD,Intel,Core i5,Medio,2.3,Windows 10,4,Convertible,Yoga 500-14IBD,512.0
1095,257,Asus,AMD Radeon R5 M420,469.0,WXGA,AMD,A9-Series,Medio,3.0,Windows 10,4,Notebook,X505BP-BR019T,2048.0
254,1264,Dell,Intel HD Graphics 620,875.0,WXGA,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,Latitude 5480,1000.0
431,387,Lenovo,Intel HD Graphics 520,403.5,FHD,Intel,Core i3,Medio,2.0,No OS,4,Notebook,V310-15ISK,512.0
19,654,Acer,Intel Graphics 620,919.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Ultrabook,Swift 3,1024.0
213,704,Lenovo,Intel HD Graphics 620,1749.0,FHD,Intel,Core i7,Ligero,2.7,Windows 10,16,Convertible,Yoga 910-13IKB,2048.0
339,460,Lenovo,Intel HD Graphics 620,1345.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,ThinkPad T470,1024.0
223,578,HP,Intel HD Graphics 405,389.0,WXGA,Intel,Pentium Quad Core,Medio,1.6,Windows 10,8,Notebook,14-am079na,4096.0
456,1084,Apple,Intel HD Graphics 515,1300.0,IPS,Intel,Core M M1,Ligero,1.1,Mac OS X,8,Ultrabook,"MacBook 12""",256.0
986,280,Dell,Intel HD Graphics 620,713.07,WXGA,Intel,Core i7,Medio,2.7,Windows 10,12,Notebook,Inspiron 5567,2048.0
253,1191,Lenovo,Intel HD Graphics 520,398.0,WXGA,Intel,Core i5,Medio,2.3,No OS,4,Notebook,V110-15ISK,1000.0
4,1284,HP,AMD Radeon R7 M440,549.99,FHD,AMD,A9-Series,Medio,2.9,Windows 10,6,Notebook,Pavilion 15-AW003nv,3072.0
1134,709,Lenovo,AMD Radeon 530,399.0,FHD,AMD,A9-Series,Medio,2.9,Windows 10,4,Notebook,IdeaPad 320-15AST,1024.0
1137,595,Lenovo,Intel HD Graphics 620,609.0,WXGA,Intel,Core i7,Medio,1.8,Windows 10,12,Notebook,Ideapad 320-15IKBR,2048.0
137,196,Xiaomi,Nvidia GeForce MX150,999.9,FHD,Intel,Core i5,Ligero,2.5,No OS,8,Ultrabook,Mi Notebook,1024.0
1187,1094,HP,Intel HD Graphics 520,940.0,FHD,Intel,Core i5,Medio,2.3,Windows 7,4,Notebook,Probook 650,1000.0
12,482,Dell,Intel HD Graphics 520,740.0,WXGA,Intel,Core i3,Medio,2.3,Windows 10,8,Notebook,Latitude E5470,512.0
478,176,Lenovo,AMD Radeon R4 Graphics,309.0,WXGA,AMD,A6-Series,Medio,2.9,No OS,4,Notebook,IdeaPad 320-15AST,1000.0
207,1225,Lenovo,AMD Radeon R2 Graphics,299.0,WXGA,AMD,E-Series,Medio,2.2,Windows 10,4,Notebook,IdeaPad 320-15AST,1000.0
793,576,Lenovo,Intel HD Graphics 620,990.0,WXGA,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,ThinkPad L470,1000.0
1133,204,Dell,Nvidia GeForce GTX 1060,1845.0,4K,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Inspiron 7577,4096.0
266,188,Xiaomi,Nvidia GeForce MX150,1199.0,FHD,Intel,Core i5,Medio,1.6,No OS,8,Notebook,Mi Notebook,1024.0
1052,752,Lenovo,Nvidia Quadro M520M,3299.0,4K,Intel,Core i7,Medio,2.8,Windows 10,16,Workstation,Thinkpad P51s,4096.0
241,1291,HP,AMD Radeon R5 M330,764.0,WXGA,Intel,Core i7,Medio,2.5,Windows 10,6,Notebook,15-AC110nv,2048.0
89,973,Acer,Intel HD Graphics 400,389.0,WXGA,Intel,Celeron Dual Core,Ligero,1.6,Chrome OS,4,Convertible,Chromebook C738T-C2EJ,32.0
716,1018,Toshiba,Intel HD Graphics 520,1195.0,FHD,Intel,Core i5,Ligero,2.3,Windows 10,4,Notebook,Portege Z30-C-16H,512.0
517,1071,Acer,AMD Radeon R5,449.0,WXGA,AMD,A8-Series,Medio,2.2,Windows 10,8,Notebook,Aspire ES1-523,2048.0
891,965,Dell,Intel HD Graphics 620,1775.0,FHD,Intel,Core i7,Ligero,2.8,Windows 10,8,Ultrabook,Latitude 7480,1024.0
1179,1313,Dell,AMD Radeon R5 M430,805.99,WXGA,Intel,Core i7,Medio,2.7,Linux,8,Notebook,Inspiron 3567,2048.0
